Time,Position W1,Position W2,Position W3,Position W4,Velocity W1,Velocity W2,Velocity W3,Velocity W4
0.0020000000004074536,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.016999999999825377,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.033999999999650754,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.055999999996856786,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.07600000000093132,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.09999999999854481,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.11799999999493593,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.13399999999819556,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.1559999999954016,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.17399999999906868,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.20999999999912689,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.2139999999999418,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.23500000000058208,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.25600000000122236,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.27599999999802094,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.3019999999960419,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.3169999999954598,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.3349999999991269,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.35499999999592546,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.375,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.39400000000023283,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.4150000000008731,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.4379999999946449,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.45499999999447027,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.47599999999511056,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.4949999999953434,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.5179999999963911,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.536999999996624,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.5559999999968568,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.5760000000009313,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.5959999999977299,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.6129999999975553,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.6339999999981956,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.6539999999949941,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.6739999999990687,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.7959999999948195,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.7959999999948195,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.7969999999986612,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.7969999999986612,-21.742647171020508,24.404104232788086,-22.348569869995117,25.465618133544922,-0.07669904828071594,0.0,0.0,0.0
0.7969999999986612,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.07669904828071594,0.0,0.0,0.0
0.8189999999958673,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
0.8649999999979627,-21.741113662719727,24.404104232788086,-22.348569869995117,25.465618133544922,0.0,0.0,0.0,0.0
